ORIGEM 2,DESTINO 2,motivo_ajustado,Com que frequência você faz essa viagem?,A viagem foi realizada em qual período do dia?
Paço do Lumiar,São Luís - Cidade Operária,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
Paço do Lumiar,São Luís - Cidade Operária,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
Pedreiras ,São Luís - Cidade Operária,Saúde ,2 a 3 vezes ao mês,Manhã (5h - 12h)
Presidente Juscelino,Rosário,Trabalho,Diariamente,Manhã (5h - 12h)
Presidente Juscelino,Rosário,Trabalho,Diariamente,Manhã (5h - 12h)
Presidente Juscelino,São Luís - Cidade Operária,Lazer / Turismo,Raramente,Manhã (5h - 12h)
Raposa,Santo Amaro,Outros,2 a 3 vezes ao mês,Noite (18h - 00h)
Raposa,Raposa,Trabalho,Semanalmente,Manhã (5h - 12h)
Raposa,São José de Ribamar,Trabalho,Diariamente,Madrugada (00h - 5h)
Raposa,Ipase,Trabalho,Diariamente,Manhã (5h - 12h)
Raposa,Paço do Lumiar,Outros,Diariamente,Madrugada (00h - 5h)
Raposa,Raposa,Saúde ,2 a 3 vezes ao mês,Manhã (5h - 12h)
Raposa,Raposa,Trabalho,Semanalmente,Manhã (5h - 12h)
Raposa,Raposa,Trabalho,Semanalmente,Tarde (12h - 18h)
Raposa,Raposa,Saúde ,2 a 3 vezes ao mês,Manhã (5h - 12h)
Raposa,Raposa,Saúde ,2 a 3 vezes ao mês,Manhã (5h - 12h)
Raposa,Raposa,Lazer / Turismo,3 a 5 vezes por semana,Manhã (5h - 12h)
Raposa,São Luís - Centro,Estudo,Diariamente,Tarde (12h - 18h)
Raposa,São Luís - Centro,Saúde ,2 a 3 vezes ao mês,Manhã (5h - 12h)
Raposa,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
Raposa,São Luís - Centro,Saúde ,2 a 3 vezes ao mês,Tarde (12h - 18h)
Raposa,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
Raposa,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
Raposa,São Luís - Centro,Saúde ,2 a 3 vezes ao mês,Manhã (5h - 12h)
Raposa,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
Raposa,São Luís - Centro,Saúde ,2 a 3 vezes ao mês,Manhã (5h - 12h)
Raposa,São Luís - Centro,Saúde ,2 a 3 vezes ao mês,Manhã (5h - 12h)
Raposa,São Luís - Centro,Trabalho,Semanalmente,Manhã (5h - 12h)
Raposa,São Luís - Centro,Estudo,Diariamente,Tarde (12h - 18h)
Raposa,São Luís - Centro,Saúde ,2 a 3 vezes ao mês,Manhã (5h - 12h)
Raposa,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
Raposa,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
Raposa,São Luís - Centro,Estudo,Diariamente,Tarde (12h - 18h)
Raposa,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
Raposa,São Luís - Cidade Operária,Estudo,3 a 5 vezes por semana,Manhã (5h - 12h)
Raposa,São Luís - Cidade Operária,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
Raposa,São Luís - Cidade Operária,Saúde ,Raramente,Tarde (12h - 18h)
Raposa,São Luís - Cidade Operária,Trabalho,Diariamente,Manhã (5h - 12h)
Raposa,São Luís - Cidade Operária,Trabalho,3 a 5 vezes por semana,Madrugada (00h - 5h)
Raposa,São Luís - Cidade Operária,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
Raposa,São Luís - Cidade Operária,Estudo,3 a 5 vezes por semana,Manhã (5h - 12h)
Raposa,São Luís - Cidade Operária,Estudo,3 a 5 vezes por semana,Tarde (12h - 18h)
Raposa,São Luís - Cidade Operária,Estudo,Diariamente,Manhã (5h - 12h)
Raposa,São Luís - Cidade Operária,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
Raposa,São Luís - Cidade Operária,Trabalho,Diariamente,Manhã (5h - 12h)
Raposa,São Luís - Cidade Operária,Trabalho,Diariamente,Manhã (5h - 12h)
Raposa,São Luís - Cohab,Trabalho,Diariamente,Tarde (12h - 18h)
Raposa,São Luís - Cohab,Trabalho,Diariamente,Manhã (5h - 12h)
Raposa,São Luís - Cohab,Trabalho,Diariamente,Madrugada (00h - 5h)
Raposa,São Luís - Cohab,Trabalho,Diariamente,Manhã (5h - 12h)
Raposa,São Luís - Cohab,Trabalho,Diariamente,Manhã (5h - 12h)
Raposa,São Luís - Cohab,Trabalho,Diariamente,Manhã (5h - 12h)
Raposa,São Luís - Cohab,Trabalho,Semanalmente,Tarde (12h - 18h)
Raposa,São Luís - Cohab,Trabalho,Diariamente,Tarde (12h - 18h)
Raposa,São Luís - Cohab,Trabalho,Diariamente,Manhã (5h - 12h)
Raposa,São Luís - Cohab,Trabalho,Semanalmente,Manhã (5h - 12h)
Raposa,São Luís - Cohab,Trabalho,Semanalmente,Manhã (5h - 12h)
Raposa,São Luís - Cohab,Trabalho,Semanalmente,Manhã (5h - 12h)
Raposa,São Luís - Cohab,Trabalho,Diariamente,Manhã (5h - 12h)
Raposa,São Luís - Cohab,Trabalho,Semanalmente,Tarde (12h - 18h)
Raposa,São Luís - Cohab,Trabalho,Semanalmente,Manhã (5h - 12h)
Raposa,São Luís - Cohab,Trabalho,Diariamente,Manhã (5h - 12h)
Raposa,São Luís - Cohab,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
Raposa,São Luís - Cohab,Trabalho,3 a 5 vezes por semana,Tarde (12h - 18h)
Raposa,São Luís - Cohab,Trabalho,Diariamente,Manhã (5h - 12h)
Raposa,São Luís - Cohab,Trabalho,Diariamente,Manhã (5h - 12h)
Raposa,São Luís - Cohab,Estudo,3 a 5 vezes por semana,Manhã (5h - 12h)
Raposa,São Luís - Cohab,Trabalho,Diariamente,Manhã (5h - 12h)
Raposa,São Luís - Cohab,Saúde ,1 a 2 vezes por semana,Tarde (12h - 18h)
Raposa,São Luís - Cohab,Saúde ,1 a 2 vezes por semana,Manhã (5h - 12h)
Raposa,São Luís - Cohama,Outros,2 a 3 vezes ao mês,Manhã (5h - 12h)
Raposa,São Luís - Cohama,Trabalho,Diariamente,Manhã (5h - 12h)
Raposa,São Luís - Cohama,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
Raposa,São Luís - Cohama,Trabalho,Diariamente,Manhã (5h - 12h)
Raposa,São Luís - Cohama,Trabalho,Diariamente,Manhã (5h - 12h)
Raposa,São Luís - Cohama,Lazer / Turismo,Raramente,Manhã (5h - 12h)
Raposa,São Luís - Cohama,Estudo,Diariamente,Noite (18h - 00h)
Raposa,São Luís - Cohama,Trabalho,Semanalmente,Manhã (5h - 12h)
Raposa,São Luís - Cohama,Estudo,Semanalmente,Manhã (5h - 12h)
Raposa,São Luís - Cohama,Trabalho,Diariamente,Tarde (12h - 18h)
Raposa,São Luís - Cohama,Trabalho,Diariamente,Manhã (5h - 12h)
Raposa,São Luís - Cohama,Trabalho,Semanalmente,Tarde (12h - 18h)
Raposa,São Luís - Cohama,Trabalho,Semanalmente,Manhã (5h - 12h)
Raposa,São Luís - Cohama,Trabalho,Semanalmente,Manhã (5h - 12h)
Raposa,São Luís - Cohama,Trabalho,Semanalmente,Manhã (5h - 12h)
Raposa,São Luís - Cohama,Trabalho,Semanalmente,Manhã (5h - 12h)
Raposa,São Luís - Cohama,Trabalho,Semanalmente,Manhã (5h - 12h)
Raposa,São Luís - Cohama,Trabalho,Semanalmente,Manhã (5h - 12h)
Raposa,São Luís - Cohama,Trabalho,Semanalmente,Manhã (5h - 12h)
Raposa,São Luís - Cohama,Trabalho,Semanalmente,Noite (18h - 00h)
Raposa,São Luís - Cohama,Trabalho,Semanalmente,Manhã (5h - 12h)
Raposa,São Luís - Cohama,Trabalho,Semanalmente,Manhã (5h - 12h)
Raposa,São Luís - Cohama,Trabalho,Diariamente,Manhã (5h - 12h)
Raposa,São Luís - Cohama,Trabalho,Diariamente,Manhã (5h - 12h)
Raposa,São Luís - Cohama,Trabalho,Diariamente,Manhã (5h - 12h)
Raposa,São Luís - Cohama,Trabalho,Diariamente,Manhã (5h - 12h)
Raposa,São Luís - Cohama,Trabalho,Diariamente,Manhã (5h - 12h)
Raposa,São Luís - Zona Industrial,Trabalho,Diariamente,Manhã (5h - 12h)
Raposa,São Luís - Cohama,Lazer / Turismo,Raramente,Tarde (12h - 18h)
Ribamar,São Luís - Cidade Operária,Trabalho,Diariamente,Manhã (5h - 12h)
Ribamar,São Luís - Cidade Operária,Trabalho,Diariamente,Manhã (5h - 12h)
Ribeira,São Luís - Centro,Estudo,3 a 5 vezes por semana,Manhã (5h - 12h)
Ribeira,São Luís - Cohab,Trabalho,Diariamente,Manhã (5h - 12h)
Ribeira ,Nova terra,Serviços ,1 a 2 vezes por semana,Tarde (12h - 18h)
Ribeira ,São Luís - Centro,Trabalho,Diariamente,Tarde (12h - 18h)
Rosário,Rosário,Trabalho,Diariamente,Manhã (5h - 12h)
Rosário,Rosário,Trabalho,Diariamente,Madrugada (00h - 5h)
Rosário,Rosário,Trabalho,Diariamente,Madrugada (00h - 5h)
Rosário,Rosário,Trabalho,Diariamente,Manhã (5h - 12h)
Rosário,Bacabeira,Trabalho,Diariamente,Manhã (5h - 12h)
Rosário,Bacabeira,Trabalho,Diariamente,Manhã (5h - 12h)
Rosário,Bacabeira,Trabalho,Diariamente,Manhã (5h - 12h)
Rosário,Bacabeira,Trabalho,Diariamente,Manhã (5h - 12h)
Rosário,Bacabeira,Trabalho,Diariamente,Manhã (5h - 12h)
Rosário,Bacabeira,Trabalho,Diariamente,Manhã (5h - 12h)
Rosário,Cachoeira Grande,Trabalho,Diariamente,Manhã (5h - 12h)
Rosário,Icatu,Trabalho,Diariamente,Manhã (5h - 12h)
Rosário,Morros,Trabalho,Diariamente,Manhã (5h - 12h)
Rosário,Morros,Trabalho,Diariamente,Manhã (5h - 12h)
Rosário,Morros,Trabalho,Diariamente,Manhã (5h - 12h)
Rosário,Morros,Trabalho,3 a 5 vezes por semana,Tarde (12h - 18h)
Rosário,Morros,Trabalho,Diariamente,Tarde (12h - 18h)
Rosário,Morros,Trabalho,Semanalmente,Manhã (5h - 12h)
Rosário,Rosário,Trabalho,Diariamente,Manhã (5h - 12h)
Rosário,Santa Rita,Trabalho,Diariamente,Tarde (12h - 18h)
Rosário,São Luís - Centro,Trabalho,Semanalmente,Manhã (5h - 12h)
Rosário,São Luís - Zona Industrial,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
Rosário,Rosário,Trabalho,Diariamente,Manhã (5h - 12h)
Rosário,Rosário,Trabalho,Diariamente,Manhã (5h - 12h)
Rosário,São Luís - Cidade Operária,Estudo,Diariamente,Noite (18h - 00h)
Rosário,Rosário,Trabalho,Diariamente,Manhã (5h - 12h)
Rosário,Rosário,Trabalho,Diariamente,Manhã (5h - 12h)
Rosário,Rosário,Estudo,Diariamente,Tarde (12h - 18h)
Rosário,Santo Amaro,Lazer / Turismo,Raramente,Madrugada (00h - 5h)
Rosário,São Luís - Bancaga,Estudo,Diariamente,Tarde (12h - 18h)
Rosário,São Luís - Bancaga,Estudo,Diariamente,Manhã (5h - 12h)
Rosário,São Luís - Bancaga,Estudo,Diariamente,Tarde (12h - 18h)
Rosário,São Luís - Bancaga,Estudo,Diariamente,Tarde (12h - 18h)
Rosário,São Luís - Bancaga,Estudo,Semanalmente,Manhã (5h - 12h)
Rosário,São Luís - Centro,Outros,Raramente,Manhã (5h - 12h)
Rosário,São Luís - Centro,Lazer / Turismo,Raramente,Manhã (5h - 12h)
Rosário,São Luís - Centro,Lazer / Turismo,Raramente,Manhã (5h - 12h)
Rosário,São Luís - Centro,Estudo,Diariamente,Manhã (5h - 12h)
Rosário,São Luís - Centro,Estudo,Semanalmente,Manhã (5h - 12h)
Rosário,São Luís - Centro,Estudo,3 a 5 vezes por semana,Noite (18h - 00h)
Rosário,São Luís - Cidade Operária,Trabalho,Raramente,Manhã (5h - 12h)
Rosário,São Luís - Cidade Operária,Estudo,2 a 3 vezes ao mês,Tarde (12h - 18h)
Rosário,São Luís - Cidade Operária,Trabalho,Diariamente,Manhã (5h - 12h)
Rosário,São Luís - Cidade Operária,Estudo,3 a 5 vezes por semana,Manhã (5h - 12h)
Rosário,São Luís - Cidade Operária,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
Rosário,São Luís - Cidade Operária,Estudo,Raramente,Manhã (5h - 12h)
Rosário,São Luís - Cidade Operária,Estudo,Diariamente,Manhã (5h - 12h)
Rosário,São Luís - Cidade Operária,Estudo,3 a 5 vezes por semana,Manhã (5h - 12h)
Rosário,São Luís - Cidade Operária,Estudo,Diariamente,Manhã (5h - 12h)
Rosário,São Luís - Cidade Operária,Estudo,3 a 5 vezes por semana,Manhã (5h - 12h)
Rosário,São Luís - Cidade Operária,Estudo,3 a 5 vezes por semana,Manhã (5h - 12h)
Rosário,São Luís - Cidade Operária,Outros,Diariamente,Manhã (5h - 12h)
Rosário,São Luís - Cidade Operária,Estudo,3 a 5 vezes por semana,Manhã (5h - 12h)
Rosário,São Luís - Cohab,Trabalho,Diariamente,Manhã (5h - 12h)
Rosário,São Luís - Cohab,Trabalho,Diariamente,Manhã (5h - 12h)
Rosário,São Luís - Zona Industrial,Trabalho,Diariamente,Manhã (5h - 12h)
Rosário,Cachoeira Grande,Trabalho,Diariamente,Manhã (5h - 12h)
Rosário,Morros,Serviços ,Raramente,Madrugada (00h - 5h)
Rosário,Raposa,Trabalho,Diariamente,Madrugada (00h - 5h)
Rosário,São José de Ribamar,Trabalho,Diariamente,Manhã (5h - 12h)
Rosário,São Luís - Centro,Compras (Comércio),2 a 3 vezes ao mês,Manhã (5h - 12h)
Rosário,São Luís - Centro,Saúde ,2 a 3 vezes ao mês,Madrugada (00h - 5h)
Rosário,São Luís - Cohab,Saúde ,2 a 3 vezes ao mês,Manhã (5h - 12h)
Rosário,Axixá,Trabalho,Diariamente,Manhã (5h - 12h)
Rosário,São Luís - Centro,Estudo,Diariamente,Manhã (5h - 12h)
Rosário,São Luís - Centro,Compras (Comércio),Semanalmente,Manhã (5h - 12h)
Rosário,São Luís - Centro,Compras (Comércio),1 a 2 vezes por semana,Tarde (12h - 18h)
Rosário,São Luís - Centro,Saúde ,Raramente,Manhã (5h - 12h)
Rosário,São Luís - Cidade Operária,Estudo,3 a 5 vezes por semana,Manhã (5h - 12h)
Rosário,São Luís - Cidade Operária,Estudo,Diariamente,Manhã (5h - 12h)
Rosário,São Luís - Cidade Operária,Trabalho,1 a 2 vezes por semana,Manhã (5h - 12h)
Rosário,São Luís - Cidade Operária,Trabalho,Diariamente,Manhã (5h - 12h)
Rosário,São Luís - Cidade Operária,Trabalho,Diariamente,Manhã (5h - 12h)
Rosário,São Luís - Cidade Operária,Trabalho,Diariamente,Manhã (5h - 12h)
Rosário,São Luís - Cidade Operária,Trabalho,Diariamente,Manhã (5h - 12h)
Rosário,São Luís - Cohab,Saúde ,Diariamente,Manhã (5h - 12h)
Rosário,São Luís - Zona Industrial,Trabalho,Diariamente,Manhã (5h - 12h)
Rosário,São Luís - Cidade Operária,Lazer / Turismo,Raramente,Manhã (5h - 12h)
Rosário ,São Luís - Centro,Saúde ,Raramente,Manhã (5h - 12h)
Santa Inês,São Luís - Centro,Saúde ,Raramente,Tarde (12h - 18h)
Santa Rita,Icatu,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
Santa Rita,Rosário,Trabalho,Diariamente,Manhã (5h - 12h)
Santa Rita,Santa Rita,Serviços ,3 a 5 vezes por semana,Manhã (5h - 12h)
Santa Rita,Santa Rita,Compras (Comércio),1 a 2 vezes por semana,Manhã (5h - 12h)
Santa Rita,Santa Rita,Serviços ,1 a 2 vezes por semana,Manhã (5h - 12h)
Santa Rita,Santa Rita,Saúde ,2 a 3 vezes ao mês,Manhã (5h - 12h)
Santa Rita,Santa Rita,Saúde ,3 a 5 vezes por semana,Manhã (5h - 12h)
Santa Rita,Santa Rita,Trabalho,Diariamente,Manhã (5h - 12h)
Santa Rita,Santa Rita,Saúde ,2 a 3 vezes ao mês,Manhã (5h - 12h)
Santa Rita,Santa Rita,Lazer / Turismo,2 a 3 vezes ao mês,Manhã (5h - 12h)
Santa Rita,Santa Rita,Saúde ,3 a 5 vezes por semana,Manhã (5h - 12h)
Santa Rita,Santa Rita,Saúde ,2 a 3 vezes ao mês,Manhã (5h - 12h)
Santa Rita,Santa Rita,Saúde ,3 a 5 vezes por semana,Manhã (5h - 12h)
Santa Rita,Santa Rita,Serviços ,2 a 3 vezes ao mês,Manhã (5h - 12h)
Santa Rita,Santa Rita,Lazer / Turismo,3 a 5 vezes por semana,Manhã (5h - 12h)
Santa Rita,Santa Rita,Saúde ,3 a 5 vezes por semana,Manhã (5h - 12h)
Santa Rita,Santa Rita,Saúde ,3 a 5 vezes por semana,Manhã (5h - 12h)
Santa Rita,Santa Rita,Serviços ,2 a 3 vezes ao mês,Manhã (5h - 12h)
Santa Rita,Santa Rita,Saúde ,3 a 5 vezes por semana,Manhã (5h - 12h)
Santa Rita,Santa Rita,Serviços ,2 a 3 vezes ao mês,Manhã (5h - 12h)
Santa Rita,Santa Rita,Saúde ,2 a 3 vezes ao mês,Manhã (5h - 12h)
Santa Rita,Santa Rita,Compras (Comércio),2 a 3 vezes ao mês,Manhã (5h - 12h)
Santa Rita,Santa Rita,Serviços ,3 a 5 vezes por semana,Manhã (5h - 12h)
Santa Rita,Santa Rita,Compras (Comércio),3 a 5 vezes por semana,Manhã (5h - 12h)
Santa Rita,Santa Rita,Saúde ,2 a 3 vezes ao mês,Manhã (5h - 12h)
Santa Rita,Santa Rita,Saúde ,2 a 3 vezes ao mês,Manhã (5h - 12h)
Santa Rita,São Luís - Bancaga,Estudo,3 a 5 vezes por semana,Tarde (12h - 18h)
Santa Rita,São Luís - Cidade Operária,Estudo,1 a 2 vezes por semana,Manhã (5h - 12h)
Santa Rita,São Luís - Cohab,Saúde ,Raramente,Manhã (5h - 12h)
Santa Rita,São Luís - Cidade Operária,Lazer / Turismo,Raramente,Manhã (5h - 12h)
Santa Rita,São Luís - Cohab,Lazer / Turismo,Raramente,Manhã (5h - 12h)
Santa Rita,Araguanã ,Lazer / Turismo,2 a 3 vezes ao mês,Manhã (5h - 12h)
Santa Rita,Itapecuru mirim ,Serviços ,Raramente,Manhã (5h - 12h)
Santa Rita,Morros,Serviços ,Raramente,Tarde (12h - 18h)
Santa Rita,Pedreiras,Outros,Raramente,Manhã (5h - 12h)
Santa Rita,Rosário,Compras (Comércio),Raramente,Manhã (5h - 12h)
Santa Rita,Santa Inês ,Lazer / Turismo,2 a 3 vezes ao mês,Manhã (5h - 12h)
Santa Rita,Santa Rita,Compras (Comércio),1 a 2 vezes por semana,Manhã (5h - 12h)
Santa Rita,Santa Rita,Saúde ,2 a 3 vezes ao mês,Manhã (5h - 12h)
Santa Rita,Santa Rita,Compras (Comércio),2 a 3 vezes ao mês,Manhã (5h - 12h)
Santa Rita,Santa Rita,Compras (Comércio),3 a 5 vezes por semana,Manhã (5h - 12h)
Santa Rita,Santa Rita,Lazer / Turismo,2 a 3 vezes ao mês,Manhã (5h - 12h)
Santa Rita,Santa Rita,Lazer / Turismo,2 a 3 vezes ao mês,Manhã (5h - 12h)
Santa Rita,Santa Rita,Lazer / Turismo,3 a 5 vezes por semana,Manhã (5h - 12h)
Santa Rita,São José de Ribamar,Lazer / Turismo,2 a 3 vezes ao mês,Manhã (5h - 12h)
Santa Rita,São Luís - Centro,Saúde ,2 a 3 vezes ao mês,Manhã (5h - 12h)
Santa Rita,São Luís - Centro,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
Santa Rita,São Luís - Cohab,Saúde ,Raramente,Manhã (5h - 12h)
Santa Rita,São Luís - Cohama,Compras (Comércio),Raramente,Manhã (5h - 12h)
Santa Rita,Itapecuru mirim ,Lazer / Turismo,3 a 5 vezes por semana,Manhã (5h - 12h)
Santa Rita,Itapecuru mirim ,Lazer / Turismo,2 a 3 vezes ao mês,Manhã (5h - 12h)
Santa Rita,Itapecuru mirim ,Lazer / Turismo,2 a 3 vezes ao mês,Manhã (5h - 12h)
Santa Rita,Santa Rita,Compras (Comércio),2 a 3 vezes ao mês,Manhã (5h - 12h)
Santa Rita,Santa Rita,Compras (Comércio),2 a 3 vezes ao mês,Manhã (5h - 12h)
Santa Rita,Santa Rita,Serviços ,1 a 2 vezes por semana,Manhã (5h - 12h)
Santa Rita,Santa Rita,Serviços ,2 a 3 vezes ao mês,Manhã (5h - 12h)
Santa Rita,Santa Rita,Serviços ,3 a 5 vezes por semana,Manhã (5h - 12h)
Santa Rita,Santa Rita,Saúde ,2 a 3 vezes ao mês,Manhã (5h - 12h)
Santa Rita,Santa Rita,Serviços ,3 a 5 vezes por semana,Manhã (5h - 12h)
Santa Rita,Santa Rita,Serviços ,3 a 5 vezes por semana,Manhã (5h - 12h)
Santa Rita,Santa Rita,Serviços ,2 a 3 vezes ao mês,Manhã (5h - 12h)
Santa Rita,Santa Rita,Saúde ,3 a 5 vezes por semana,Manhã (5h - 12h)
Santa Rita,Santa Rita,Serviços ,2 a 3 vezes ao mês,Manhã (5h - 12h)
Santa Rita,Santa Rita,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
Santa Rita,Santa Rita,Lazer / Turismo,2 a 3 vezes ao mês,Manhã (5h - 12h)
Santa Rita,Santa Rita,Compras (Comércio),3 a 5 vezes por semana,Manhã (5h - 12h)
Santa Rita,Santa Rita,Compras (Comércio),2 a 3 vezes ao mês,Manhã (5h - 12h)
Santa Rita,Santa Rita,Serviços ,2 a 3 vezes ao mês,Manhã (5h - 12h)
São Bento ,São Luís - Cohab,Trabalho,1 a 2 vezes por semana,Manhã (5h - 12h)
São José de Ribamar,São José de Ribamar,Estudo,Diariamente,Tarde (12h - 18h)
São José de Ribamar,São José de Ribamar,Trabalho,Diariamente,Manhã (5h - 12h)
São José de Ribamar,Icatu,Minha terra natal ,2 a 3 vezes ao mês,Manhã (5h - 12h)
São José de Ribamar,São José de Ribamar,Trabalho,Diariamente,Manhã (5h - 12h)
São José de Ribamar,Alcântara,Lazer / Turismo,Raramente,Tarde (12h - 18h)
São José de Ribamar,Morros,Lazer / Turismo,Raramente,Manhã (5h - 12h)
São José de Ribamar,Paço do Lumiar,Serviços ,Raramente,Noite (18h - 00h)
São José de Ribamar,Pedro do Rosário ,Trabalho,1 a 2 vezes por semana,Madrugada (00h - 5h)
São José de Ribamar,Penalva ,Lazer / Turismo,2 a 3 vezes ao mês,Manhã (5h - 12h)
São José de Ribamar,Raposa,Trabalho,Semanalmente,Manhã (5h - 12h)
São José de Ribamar,Renascença-SLZ,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São José de Ribamar,Santa Rita,Trabalho,2 a 3 vezes ao mês,Tarde (12h - 18h)
São José de Ribamar,São José de Ribamar,Lazer / Turismo,Raramente,Manhã (5h - 12h)
São José de Ribamar,São José de Ribamar,Outros,Raramente,Manhã (5h - 12h)
São José de Ribamar,São José de Ribamar,Outros,Raramente,Noite (18h - 00h)
São José de Ribamar,São Luís - Bancaga,Serviços ,3 a 5 vezes por semana,Noite (18h - 00h)
São José de Ribamar,São Luís - Centro,Trabalho,Diariamente,Tarde (12h - 18h)
São José de Ribamar,São Luís - Centro,Outros,Raramente,Noite (18h - 00h)
São José de Ribamar,São Luís - Cohab,Trabalho,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cohama,Lazer / Turismo,Raramente,Manhã (5h - 12h)
São José de Ribamar,São José de Ribamar,Trabalho,Diariamente,Madrugada (00h - 5h)
São José de Ribamar,São José de Ribamar,Trabalho,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São José de Ribamar,Trabalho,Diariamente,Madrugada (00h - 5h)
São José de Ribamar,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cohab,Trabalho,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São Luís - Cohama,Trabalho,Diariamente,Tarde (12h - 18h)
São José de Ribamar,São Luís - Zona Industrial,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São José de Ribamar,Cachoeira Grande,Trabalho,Diariamente,Manhã (5h - 12h)
São José de Ribamar,Ipase,Trabalho,Diariamente,Manhã (5h - 12h)
São José de Ribamar,Morros,Estudo,Raramente,Manhã (5h - 12h)
São José de Ribamar,Paço do Lumiar,Estudo,3 a 5 vezes por semana,Manhã (5h - 12h)
São José de Ribamar,Paço do Lumiar,Saúde ,Diariamente,Tarde (12h - 18h)
São José de Ribamar,Paço do Lumiar,Trabalho,Diariamente,Manhã (5h - 12h)
São José de Ribamar,Paço do Lumiar,Estudo,Diariamente,Manhã (5h - 12h)
São José de Ribamar,Paço do Lumiar,Trabalho,Diariamente,Manhã (5h - 12h)
São José de Ribamar,Paço do Lumiar,Estudo,Diariamente,Tarde (12h - 18h)
São José de Ribamar,Paço do Lumiar,Lazer / Turismo,Raramente,Manhã (5h - 12h)
São José de Ribamar,Paço do Lumiar,Trabalho,Diariamente,Manhã (5h - 12h)
São José de Ribamar,Paço do Lumiar,Trabalho,Diariamente,Manhã (5h - 12h)
São José de Ribamar,Paço do Lumiar,Estudo,Diariamente,Manhã (5h - 12h)
São José de Ribamar,Presidente Juscelino,Outros,Raramente,Manhã (5h - 12h)
São José de Ribamar,Renascenca ,Trabalho,Diariamente,Manhã (5h - 12h)
São José de Ribamar,Renascenca ,Trabalho,Diariamente,Manhã (5h - 12h)
São José de Ribamar,Santa Inês ,Lazer / Turismo,Raramente,Madrugada (00h - 5h)
São José de Ribamar,São Cristóvão ,Estudo,Diariamente,Manhã (5h - 12h)
São José de Ribamar,São José de Ribamar,Lazer / Turismo,1 a 2 vezes por semana,Tarde (12h - 18h)
